condition,site_name,month,month_name,source_avg_daily_demand_kwh,predicted_kwh,transfer_ratio,full_response
no_source,Harrisburg - Market St Station,10,October,1660.35,1800.0,1.5,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in October, we need to consider several factors based on the characteristics of the target site and the reference site (State College, PA).

### Step 1: Understand the Reference Site
- **State College, PA** is a university town with a population of 42,000.
- EV penetration is 8.2%, which means 8.2% of the population owns an EV.
- The reference site is likely to have a moderate level of EV charging demand, with a steady pattern throughout the month, though it may not have the sharp weekday/weekend contrast seen in the target site.

### Step 2: Understand the Target Site
- **Harrisburg** is the state capital and has a higher income level than Altoona.
- It has **strong weekday government commuter demand**, which suggests higher EV charging demand on weekdays.
- It has **warmer summers**, so the temperature profile in October may be slightly warmer than in State College.
- There are **periodic spikes** due to **conference and legislative events**, which can increase demand.
- There is a **sharp contrast between weekdays and weekends**, similar to government commuter patterns.

### Step 3: Apply Transfer Guidance
- The **strong Mon-Fri pattern** is a key factor. This means that the target site will have significantly higher demand on weekdays compared to weekends.
- **Replace PSU games with government events**: Since PSU games may not be a factor in Harrisburg, we replace that with government events, which can cause periodic spikes.
- **Slightly warmer temperature profile**: This may lead to slightly higher EV charging demand compared to State College, but not by a large margin.

### Step 4: Estimate the Demand
- Let’s assume the average daily EV charging demand in State College in October is around **1,200 kWh** (based on typical EV penetration and population).
- Harrisburg has a **higher income level**, so more people may own EVs.
- The **weekday/weekend contrast** and **government events** will increase the average daily demand.
- Considering the **warmer temperature** and **government events**, we estimate that the average daily demand in Harrisburg will be **1.5 times** that of State College.

### Step 5: Final Calculation
- If State College demand is **1,200 kWh**, then Harrisburg demand would be:
  $$
  1,200 \times 1.5 = 1,800 \text{ kWh}
  $$

### Final Answer
>>DEMAND: 1800
>>RATIO: 1.5"
no_source,Harrisburg - Market St Station,11,November,1684.24,,,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in November, we need to consider several factors based on the characteristics of both the reference site (State College, PA) and the target site (Harrisburg, PA).

### Step 1: Understand the Reference Site
- **State College, PA** is a university town with a population of 42,000.
- EV penetration is 8.2%, which means 8.2% of the population owns an EV.
- The site is in a university setting, which may have a more consistent demand throughout the week, though it may not have the same weekday/weekend contrast as a government-centric location.

### Step 2: Understand the Target Site
- **Harrisburg** is the state capital and has strong weekday government commuter demand.
- It has a higher income level than Altoona, which suggests a higher EV penetration rate.
- It has warmer summers, which may imply higher EV usage in the summer, but we are focusing on November.
- There is a sharp weekday vs. weekend contrast due to government workers.
- Conference and legislative events cause periodic spikes in demand.

### Step 3: Apply Transfer Guidance
- The transfer guidance says to replace PSU games with government events. Since PSU games are not relevant in November, we focus on government events.
- The temperature profile is slightly warmer than State College, which may imply slightly higher EV usage, but since we are in November, the temperature effect may be less significant.
- The strong Mon-Fri pattern is important, as government workers are likely to charge their vehicles during the workweek.

### Step 4: Estimate EV Penetration and Demand
- State College has an EV penetration of 8.2%. Harrisburg, being a state capital with higher income, likely has a higher EV penetration rate. Let's assume 10% for Harrisburg.
- Population of Harrisburg is not given, but it is larger than State College. Let's assume a population of 50,000 for Harrisburg (a reasonable estimate for the state capital).
- Average EV charging demand per EV can be estimated at around 15 kWh per day (based on typical EV charging patterns).

### Step 5: Calculate Demand
- EVs in Harrisburg: 10% of 50,000 = 5,000 EVs
- Average daily charging demand per EV: 15 kWh
- Total daily demand: 5,000 * 15 = 75,000 kWh

However, this is a very rough estimate. We need to adjust for the fact that Harrisburg has a strong weekday pattern and periodic spikes due to events. Let's assume that the average daily demand is about 75,000 kWh, but we need to compare it to the reference site.

### Step 6:"
no_source,Harrisburg - Market St Station,12,December,1415.21,1440.0,1.2,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in December, we need to consider several factors based on the characteristics of the target site and the reference site (State College, PA).

### Step 1: Understand the Reference Site
- **State College, PA** is a university town with a population of 42,000.
- EV penetration is 8.2%, which means 8.2% of the population owns an EV.
- The site is in a university setting, which may have a more consistent demand throughout the week, but with possible spikes on weekends due to student activity.

### Step 2: Understand the Target Site
- **Harrisburg** is the state capital, with a higher income level than Altoona.
- It has a stronger **weekday government commuter demand**, which suggests higher EV charging demand on weekdays.
- The site has **warmer summers**, which may reduce the need for EV charging during the day (but not in December).
- There is a **sharp weekday vs. weekend contrast** due to government workers.
- **Conference and legislative events** cause periodic spikes in demand.

### Step 3: Apply Transfer Guidance
- The **strong Mon-Fri pattern** suggests that the target site will have higher demand on weekdays.
- We need to **replace PSU games** (which may have high demand on weekends) with **government events**, which may also cause spikes.
- The **temperature profile is slightly warmer**, which may reduce the need for EV charging during the day, but since we are focusing on December, this may not be a major factor.

### Step 4: Estimate EV Charging Demand
- Let's assume the **average daily EV charging demand** for State College in December is around **1,200 kWh** (based on typical university EV demand and EV penetration).
- Since Harrisburg is a **state capital with higher income and more government commuters**, we expect **higher demand** than State College.
- However, due to the **weekday vs. weekend contrast**, we may expect **lower average daily demand** than a uniform demand.
- Also, the **government events** may cause **spikes**, but we are looking for **average daily demand**.

### Step 5: Estimate the Ratio
- Given that Harrisburg has a **stronger weekday pattern** and **government commuter demand**, we estimate that the **average daily demand** for Harrisburg will be **around 1.2 times** that of State College.

### Final Estimate
- **State College demand (reference):** 1,200 kWh
- **Harrisburg demand (target):** 1,440 kWh
- **Ratio:** 1,440 / 1,200 = 1.2

>>DEMAND: 1440
>>RATIO: 1.2"
numeric_only,Altoona - Chestnut Ave Station,1,January,1430.94,732.6,0.512,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in January, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1430.9 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate the average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total demand / Number of EVs = 1430.9 kWh / 3,444 ≈ 0.415 kWh per EV per day
- **Altoona**:
  - Assuming similar demand per EV (since the EV penetration is lower but the population is slightly higher, and no other factors are given), we use the same rate of 0.415 kWh per EV per day

### Step 5: Estimate the average daily demand for Altoona
- **Altoona demand** = Number of EVs × Demand per EV = 1,763 × 0.415 ≈ 732.6 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 732.6 / 1430.9 ≈ 0.512

>>DEMAND: 732.6
>>RATIO: 0.512"
numeric_only,Altoona - Chestnut Ave Station,2,February,1447.11,740.5,0.512,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in February, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference site
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1447.1 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each site
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate the average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1447.1 kWh / 3,444 ≈ 0.420 kWh per EV per day
- **Altoona**:
  - Assuming similar usage patterns, we use the same per EV demand: 0.420 kWh per EV per day

### Step 5: Estimate the average daily demand for Altoona
- **Altoona daily demand** = Number of EVs × Average daily demand per EV = 1,763 × 0.420 ≈ 740.46 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 740.46 / 1447.1 ≈ 0.512

### Final Answer:
>>DEMAND: 740.5
>>RATIO: 0.512"
numeric_only,Altoona - Chestnut Ave Station,3,March,1646.98,843.6,0.513,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in March, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1647.0 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate the average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1647.0 / 3,444 ≈ 0.478 kWh per EV per day
- **Altoona**:
  - Assuming similar usage patterns, we use the same rate: 0.478 kWh per EV per day

### Step 5: Estimate the average daily demand for Altoona
- **Altoona daily demand** = Number of EVs × Average daily demand per EV = 1,763 × 0.478 ≈ 843.6 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 843.6 / 1647.0 ≈ 0.513

### Final Answer:
>>DEMAND: 843.6
>>RATIO: 0.513"
numeric_only,Altoona - Chestnut Ave Station,4,April,1616.54,826.5,0.511,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in April, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1616.5 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate daily charging demand per EV
Assuming an average daily charging demand per EV is similar across both locations (based on similar climate and usage patterns), we can estimate the daily demand for each location.

- **State College**:
  - Total daily demand = 1616.5 kWh
  - Daily demand per EV = 1616.5 / 3,444 ≈ 0.469 kWh per EV per day
- **Altoona**:
  - Total daily demand = 1,763 × 0.469 ≈ 826.5 kWh

### Step 5: Final estimate
Based on the proportional relationship between the number of EVs and the average daily demand, the estimated average daily EV charging demand for Altoona - Chestnut Ave Station in April is approximately **826.5 kWh**.

### Step 6: Calculate the ratio
- Ratio = 826.5 / 1616.5 ≈ 0.511

>>DEMAND: 826.5
>>RATIO: 0.511"
numeric_only,Altoona - Chestnut Ave Station,5,May,1652.46,846.2,0.51,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in May, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1652.5 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1652.5 kWh / 3,444 ≈ 0.480 kWh per EV per day
- **Altoona**:
  - Assuming similar average daily demand per EV (since the EV charging behavior is likely similar across similar locations), we use the same rate of 0.480 kWh per EV per day

### Step 5: Estimate total daily demand for Altoona
- **Altoona**:
  - Total daily demand = Number of EVs × Average daily demand per EV = 1,763 × 0.480 ≈ 846.24 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 846.24 / 1652.5 ≈ 0.512

### Final Answer:
>>DEMAND: 846.2
>>RATIO: 0.51"
numeric_only,Altoona - Chestnut Ave Station,6,June,1948.74,997.6,0.512,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in June, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1948.7 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1948.7 / 3,444 ≈ 0.566 kWh per EV per day
- **Altoona**:
  - Assuming similar average daily demand per EV (since the EV charging behavior is likely similar in both locations), we use the same rate: 0.566 kWh per EV per day

### Step 5: Estimate total daily demand for Altoona
- **Altoona**:
  - Total daily demand = Number of EVs × Average daily demand per EV = 1,763 × 0.566 ≈ 997.6 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 997.6 / 1948.7 ≈ 0.512

### Final Estimate
- **Average daily EV charging demand for Altoona - Chestnut Ave Station in June**: 997.6 kWh
- **Ratio**: 0.512

>>DEMAND: 997.6
>>RATIO: 0.512"
numeric_only,Altoona - Chestnut Ave Station,7,July,1889.59,967.3,0.512,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in July, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference site
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1889.6 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each site
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate daily charging demand per EV
Assuming an average daily charging demand per EV is similar across both sites (based on similar climate and usage patterns), we can estimate the daily demand for each site.

- **State College daily demand**: 1889.6 kWh
- **Number of EVs**: 3,444
- **Daily demand per EV**: 1889.6 / 3,444 ≈ 0.548 kWh per EV per day

### Step 5: Estimate daily demand for Altoona
- **Number of EVs**: 1,763
- **Daily demand**: 1,763 × 0.548 ≈ 967.3 kWh

### Step 6: Calculate the ratio
- **Ratio** = 967.3 / 1889.6 ≈ 0.512

### Final Estimate
- **Average daily EV charging demand for Altoona - Chestnut Ave Station in July**: 967.3 kWh
- **Ratio**: 0.512

>>DEMAND: 967.3
>>RATIO: 0.512"
numeric_only,Altoona - Chestnut Ave Station,8,August,1947.25,996.5,0.512,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in August, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1947.2 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total demand / Number of EVs = 1947.2 kWh / 3,444 ≈ 0.565 kWh per EV per day
- **Altoona**:
  - Assuming similar average daily demand per EV (since the EV charging behavior is likely similar in both locations), we use the same rate: 0.565 kWh per EV per day

### Step 5: Estimate total daily demand for Altoona
- **Altoona**:
  - Total daily demand = Number of EVs × Average daily demand per EV = 1,763 × 0.565 ≈ 996.5 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 996.5 / 1947.2 ≈ 0.512

### Final Answer:
>>DEMAND: 996.5
>>RATIO: 0.512"
numeric_only,Altoona - Chestnut Ave Station,9,September,1680.63,,,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in September, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA (reference site):**
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1680.6 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station (target site):**
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each site
- **State College:**
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona:**
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate daily charging demand per EV
Assuming a typical daily charging demand per EV is around 10 kWh (based on average charging behavior), we can estimate:
- **State College:**
  - Daily demand = Number of EVs × 10 kWh = 3,444 × 10 = 34,440 kWh
- **Altoona:**
  - Daily demand = Number of EVs × 10 kWh = 1,763 × 10 = 17,630 kWh

### Step 5: Adjust for the reference site's actual demand
The reference site (State College) has an actual average daily demand of 1680.6 kWh, which is much lower than the estimated 34,440 kWh. This suggests that the assumption of 10 kWh per EV is not accurate for the reference site. Instead, we should use the actual demand to calculate a ratio.

### Step 6: Calculate the ratio
- **Ratio = (Altoona estimated demand) / (State College actual demand)**
- **Ratio = 17,630 / 1680.6 ≈ 10.55**

This ratio indicates that the estimated demand for Altoona is about 10.55 times higher than the actual demand for State College, which is not reasonable. This suggests that the assumption of 10 kWh per EV is not valid for the reference site.

### Step 7: Use the reference site's actual demand to estimate Altoona"
numeric_only,Altoona - Chestnut Ave Station,10,October,1660.35,846.6,0.51,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in October, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1660.3 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate daily charging demand per EV
Assuming an average daily charging demand per EV is similar across both locations (based on similar climate and usage patterns), we can estimate the daily demand for each location.

- **State College**:
  - Total daily demand = 1660.3 kWh
  - Daily demand per EV = 1660.3 kWh / 3,444 EVs ≈ 0.482 kWh per EV per day
- **Altoona**:
  - Total daily demand = 1,763 EVs × 0.482 kWh per EV ≈ 846.6 kWh

### Step 5: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 846.6 / 1660.3 ≈ 0.51

### Final Estimate
- **Average daily EV charging demand for Altoona - Chestnut Ave Station in October**: 846.6 kWh
- **Ratio**: 0.51

>>DEMAND: 846.6
>>RATIO: 0.51"
numeric_only,Altoona - Chestnut Ave Station,11,November,1684.24,861.6,0.511,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in November, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1684.2 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total demand / Number of EVs = 1684.2 kWh / 3,444 ≈ 0.489 kWh per EV per day
- **Altoona**:
  - Assuming similar average daily demand per EV (since the EV charging behavior is likely similar in a similar climate and urban setting), we use the same rate of 0.489 kWh per EV per day.

### Step 5: Estimate total daily demand for Altoona
- **Altoona**:
  - Total daily demand = Number of EVs × Average daily demand per EV = 1,763 × 0.489 ≈ 861.6 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 861.6 / 1684.2 ≈ 0.511

### Final Answer:
>>DEMAND: 861.6
>>RATIO: 0.511"
numeric_only,Altoona - Chestnut Ave Station,12,December,1415.21,723.7,0.511,"To estimate the average daily EV charging demand for the Altoona - Chestnut Ave Station in December, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1415.2 kWh

### Step 2: Understand the target site
- **Altoona - Chestnut Ave Station**:
  - Population: 43,000
  - EV penetration: 4.1%
  - Average household income: $38k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Altoona**:
  - Number of EVs = Population × EV penetration = 43,000 × 0.041 = 1,763 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1415.2 kWh / 3,444 ≈ 0.4106 kWh per EV per day
- **Altoona**:
  - Assuming similar average daily demand per EV (since the EV charging behavior is likely similar in a comparable climate and urban setting), we use the same rate.

### Step 5: Estimate total daily demand for Altoona
- **Altoona daily demand** = Number of EVs × Average daily demand per EV = 1,763 × 0.4106 ≈ 723.7 kWh

### Step 6: Calculate the ratio
- **Ratio** = Altoona demand / State College demand = 723.7 / 1415.2 ≈ 0.511

### Final Answer:
>>DEMAND: 723.7
>>RATIO: 0.511"
numeric_only,Harrisburg - Market St Station,1,January,1430.94,1411.0,0.99,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in January, we can use a proportional approach based on the data from the reference site (State College, PA).

### Step 1: Understand the reference site
- **Population**: 42,000
- **EV penetration**: 8.2%
- **Average daily demand**: 1430.9 kWh

### Step 2: Understand the target site
- **Population**: 50,000
- **EV penetration**: 6.8%
- **Has university**: No

### Step 3: Estimate the number of EVs in each site
- **State College**: 42,000 people × 8.2% = 3444 EVs
- **Harrisburg**: 50,000 people × 6.8% = 3400 EVs

### Step 4: Estimate the average daily demand per EV
- **State College**: 1430.9 kWh / 3444 EVs ≈ 0.415 kWh per EV per day

### Step 5: Estimate the daily demand for Harrisburg
- **Harrisburg**: 3400 EVs × 0.415 kWh per EV per day ≈ 1411 kWh

### Step 6: Calculate the ratio
- **Ratio**: 1411 / 1430.9 ≈ 0.986

### Final Estimate
>>DEMAND: 1411
>>RATIO: 0.99"
numeric_only,Harrisburg - Market St Station,2,February,1447.11,1428.0,0.99,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in February, we can use a proportional approach based on the data from the reference site (State College, PA).

### Step 1: Understand the reference site
- **Population**: 42,000
- **EV penetration**: 8.2%
- **Average daily demand**: 1447.1 kWh

### Step 2: Understand the target site
- **Population**: 50,000
- **EV penetration**: 6.8%
- **Has university**: No

### Step 3: Estimate the number of EVs in each site
- **State College**: 42,000 × 0.082 = 3,444 EVs
- **Harrisburg**: 50,000 × 0.068 = 3,400 EVs

### Step 4: Estimate the average daily demand per EV
- **State College**: 1447.1 kWh / 3,444 EVs ≈ 0.420 kWh per EV per day

### Step 5: Estimate the daily demand for Harrisburg
- **Harrisburg**: 3,400 EVs × 0.420 kWh ≈ 1,428 kWh

### Step 6: Calculate the ratio
- **Ratio**: 1,428 / 1,447.1 ≈ 0.987

### Final Estimate
>>DEMAND: 1428
>>RATIO: 0.99"
numeric_only,Harrisburg - Market St Station,3,March,1646.98,1625.2,0.987,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in March, we can use a proportional approach based on the data from the reference site (State College, PA).

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1647.0 kWh

### Step 2: Understand the target site
- **Harrisburg - Market St Station**:
  - Population: 50,000
  - EV penetration: 6.8%
  - No university

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Harrisburg**:
  - Number of EVs = Population × EV penetration = 50,000 × 0.068 = 3,400 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1647.0 kWh / 3,444 ≈ 0.478 kWh per EV per day

### Step 5: Estimate daily demand for Harrisburg
- **Harrisburg**:
  - Estimated daily demand = Number of EVs × Average daily demand per EV = 3,400 × 0.478 ≈ 1,625.2 kWh

### Step 6: Calculate the ratio
- **Ratio** = Harrisburg demand / State College demand = 1,625.2 / 1,647.0 ≈ 0.987

### Final Estimate
>>DEMAND: 1625.2
>>RATIO: 0.987"
numeric_only,Harrisburg - Market St Station,4,April,1616.54,1594.6,0.986,"To estimate the average daily EV charging demand for the Harrisburg - Market St Station in April, we can use a proportional approach based on the reference site (State College, PA) and the characteristics of the target site.

### Step 1: Understand the reference data
- **State College, PA**:
  - Population: 42,000
  - EV penetration: 8.2%
  - Average daily demand: 1616.5 kWh

### Step 2: Understand the target site
- **Harrisburg - Market St Station**:
  - Population: 50,000
  - EV penetration: 6.8%
  - Average household income: $44k
  - Has university: No

### Step 3: Estimate the number of EVs in each location
- **State College**:
  - Number of EVs = Population × EV penetration = 42,000 × 0.082 = 3,444 EVs
- **Harrisburg**:
  - Number of EVs = Population × EV penetration = 50,000 × 0.068 = 3,400 EVs

### Step 4: Estimate average daily demand per EV
- **State College**:
  - Average daily demand per EV = Total daily demand / Number of EVs = 1616.5 kWh / 3,444 ≈ 0.469 kWh per EV per day
- **Harrisburg**:
  - Assuming similar usage patterns, we use the same rate: 0.469 kWh per EV per day

### Step 5: Estimate total daily demand for Harrisburg
- **Harrisburg daily demand** = Number of EVs × Average daily demand per EV = 3,400 × 0.469 ≈ 1,594.6 kWh

### Step 6: Calculate the ratio
- **Ratio** = Harrisburg demand / State College demand = 1,594.6 / 1,616.5 ≈ 0.986

### Final Estimate
- **Average daily EV charging demand for Harrisburg - Market St Station in April**: 1,594.6 kWh
- **Ratio**: 0.986

>>DEMAND: 1594.6
>>RATIO: 0.986"
